method_id,trajectory_id,checkpoint,strict_occurred_event_evidence_f1,correct,predicted_pair_count,gold_pair_count,true_positive_pair_count,parse_error
fc_openrouter_gpt_oss_120b,traj_018,45,0.0,0,0,3,0,0
fc_openrouter_gpt_oss_120b,traj_018,60,0.4,0,1,4,1,0
fc_openrouter_gpt_oss_120b,traj_018,75,0.7499999999999999,0,3,5,3,0
fc_openrouter_gpt_oss_120b,traj_018,90,0.0,0,0,6,0,0
fc_openrouter_gpt_oss_120b,traj_018,105,0.25,0,1,7,1,0
fc_openrouter_gpt_oss_120b,traj_018,120,0.4,0,2,8,2,0
fc_openrouter_gpt_oss_120b,traj_018,135,0.3636363636363636,0,2,9,2,0
fc_openrouter_gpt_oss_120b,traj_018,150,0.18181818181818182,0,1,10,1,0
fc_openrouter_gpt_oss_120b,traj_018,165,0.16666666666666669,0,1,11,1,0
fc_openrouter_gpt_oss_120b,traj_018,180,0.15384615384615385,0,1,12,1,0
fc_openrouter_gpt_oss_120b,traj_018,195,0.14285714285714288,0,1,13,1,0
fc_openrouter_gpt_oss_120b,traj_018,210,0.13333333333333333,0,1,14,1,0
fc_openrouter_gpt_oss_120b,traj_018,225,0.0,0,0,15,0,0
fc_openrouter_gpt_oss_120b,traj_018,240,0.3157894736842105,0,3,16,3,0
fc_openrouter_gpt_oss_120b,traj_018,255,0.1111111111111111,0,1,17,1,0
fc_openrouter_gpt_oss_120b,traj_018,270,0.19999999999999998,0,2,18,2,0
fc_openrouter_gpt_oss_120b,traj_018,285,0.1,0,1,19,1,0
fc_openrouter_gpt_oss_120b,traj_018,300,0.09523809523809523,0,1,20,1,0
fc_openrouter_gpt_oss_120b,traj_019,15,0.0,0,0,1,0,0
fc_openrouter_gpt_oss_120b,traj_019,30,0.5,0,2,2,1,0
fc_openrouter_gpt_oss_120b,traj_019,45,0.6666666666666666,0,3,3,2,0
fc_openrouter_gpt_oss_120b,traj_019,60,0.3333333333333333,0,2,4,1,0
fc_openrouter_gpt_oss_120b,traj_019,75,0.28571428571428575,0,2,5,1,0
fc_openrouter_gpt_oss_120b,traj_019,90,0.0,0,1,6,0,0
fc_openrouter_gpt_oss_120b,traj_019,105,0.22222222222222224,0,2,7,1,0
fc_openrouter_gpt_oss_120b,traj_019,120,0.0,0,0,8,0,0
fc_openrouter_gpt_oss_120b,traj_019,135,0.1818181818181818,0,2,9,1,0
fc_openrouter_gpt_oss_120b,traj_019,150,0.18181818181818182,0,1,10,1,0
fc_openrouter_gpt_oss_120b,traj_019,165,0.15384615384615385,0,2,11,1,0
fc_openrouter_gpt_oss_120b,traj_019,180,0.25,0,4,12,2,0
fc_openrouter_gpt_oss_120b,traj_019,195,0.0,0,1,13,0,0
fc_openrouter_gpt_oss_120b,traj_019,210,0.23529411764705882,0,3,14,2,0
fc_openrouter_gpt_oss_120b,traj_019,225,0.0,0,2,15,0,0
fc_openrouter_gpt_oss_120b,traj_019,240,0.0,0,0,16,0,0
fc_openrouter_gpt_oss_120b,traj_019,255,0.1,0,3,17,1,0
fc_openrouter_gpt_oss_120b,traj_019,270,0.0,0,1,18,0,0
fc_openrouter_gpt_oss_120b,traj_019,285,0.0,0,1,19,0,0
fc_openrouter_gpt_oss_120b,traj_019,300,0.09090909090909091,0,2,20,1,0
fc_openrouter_gpt_oss_120b,traj_020,15,1.0,1,1,1,1,0
fc_openrouter_gpt_oss_120b,traj_020,30,0.5,0,2,2,1,0
fc_openrouter_gpt_oss_120b,traj_020,45,0.4,0,2,3,1,0
fc_openrouter_gpt_oss_120b,traj_020,60,0.0,0,1,4,0,0
fc_openrouter_gpt_oss_120b,traj_020,75,0.0,0,0,5,0,0
fc_openrouter_gpt_oss_120b,traj_020,90,0.0,0,0,6,0,0
fc_openrouter_gpt_oss_120b,traj_020,105,0.25,0,1,7,1,0
fc_openrouter_gpt_oss_120b,traj_020,120,0.2222222222222222,0,1,8,1,0
fc_openrouter_gpt_oss_120b,traj_020,135,0.0,0,1,9,0,0
fc_openrouter_gpt_oss_120b,traj_020,150,0.0,0,1,10,0,0
fc_openrouter_gpt_oss_120b,traj_020,165,0.0,0,0,11,0,0
fc_openrouter_gpt_oss_120b,traj_020,180,0.14285714285714285,0,2,12,1,0
fc_openrouter_gpt_oss_120b,traj_020,195,0.13333333333333336,0,2,13,1,0
fc_openrouter_gpt_oss_120b,traj_020,210,0.0,0,1,14,0,0
fc_openrouter_gpt_oss_120b,traj_020,225,0.11764705882352941,0,2,15,1,0
fc_openrouter_gpt_oss_120b,traj_020,240,0.1111111111111111,0,2,16,1,0
fc_openrouter_gpt_oss_120b,traj_020,255,0.0,0,1,17,0,0
fc_openrouter_gpt_oss_120b,traj_020,270,0.10526315789473684,0,1,18,1,0
fc_openrouter_gpt_oss_120b,traj_020,285,0.1904761904761905,0,2,19,2,0
fc_openrouter_gpt_oss_120b,traj_020,300,0.18181818181818182,0,2,20,2,0
